fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,R/W,quality
7.5,0.240,0.31,13.0,0.049,46,217,0.99850,3.08,0.53,8.8,W,5
7.5,0.240,0.31,13.1,0.050,26,180,0.99884,3.05,0.53,9.1,W,6
7.5,0.240,0.31,13.1,0.050,26,180,0.99884,3.05,0.53,9.1,W,6
7.5,0.240,0.31,13.1,0.050,26,180,0.99884,3.05,0.53,9.1,W,6
7.5,0.240,0.31,13.1,0.050,26,180,0.99884,3.05,0.53,9.1,W,6
7.5,0.240,0.31,13.1,0.050,26,180,0.99884,3.05,0.53,9.1,W,6
7.5,0.240,0.49,9.4,0.048,50,149,0.99620,3.17,0.59,10.5,W,7
7.5,0.240,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,W,5
7.5,0.250,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,W,6
7.5,0.250,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,W,6
7.5,0.260,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,W,6
7.5,0.260,0.26,18.4,0.084,33,139,1.00110,3.17,0.39,8.8,W,5
7.5,0.260,0.26,18.4,0.084,33,139,1.00110,3.17,0.39,8.8,W,5
7.5,0.260,0.30,4.6,0.027,29,92,0.99085,3.15,0.38,12.0,W,7
7.5,0.260,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,W,6
7.5,0.260,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,W,6
7.5,0.260,0.52,13.2,0.047,64,179,0.99820,3.10,0.46,9.0,W,5
7.5,0.260,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,W,4
7.5,0.270,0.31,5.8,0.057,131,313,0.99460,3.18,0.59,10.5,W,5
7.5,0.270,0.31,17.7,0.051,33,173,0.99900,3.09,0.64,10.2,W,5
7.5,0.270,0.36,7.0,0.036,45,164,0.99390,3.03,0.33,11.0,W,5
7.5,0.270,0.36,7.0,0.036,45,164,0.99390,3.03,0.33,11.0,W,5
7.5,0.270,0.79,12.0,0.040,51,159,0.99839,2.98,0.44,8.7,W,5
7.5,0.280,0.33,7.7,0.048,42,180,0.99740,3.37,0.59,10.1,W,6
7.5,0.280,0.34,4.2,0.028,36,116,0.99100,2.99,0.41,12.3,W,8
7.5,0.280,0.39,10.2,0.045,59,209,0.99720,3.16,0.63,9.6,W,6
7.5,0.280,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,W,5
7.5,0.280,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,W,5
7.5,0.280,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,W,5
7.5,0.290,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,W,5
7.5,0.290,0.26,15.0,0.067,47,178,0.99838,3.04,0.49,9.2,W,4
7.5,0.290,0.31,9.0,0.055,20,151,0.99680,3.08,0.54,9.3,W,5
7.5,0.290,0.36,15.7,0.050,29,124,0.99680,3.06,0.54,10.4,W,5
7.5,0.290,0.67,8.1,0.037,53,166,0.99660,2.90,0.41,8.9,W,6
7.5,0.290,0.67,8.1,0.037,53,166,0.99660,2.90,0.41,8.9,W,6
7.5,0.290,0.67,8.1,0.037,53,166,0.99660,2.90,0.41,8.9,W,6
7.5,0.300,0.21,6.6,0.026,33,143,0.99244,2.92,0.35,11.1,W,5
7.5,0.300,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,W,5
7.5,0.300,0.71,1.3,0.160,44,149,0.99480,3.08,0.42,8.9,W,5
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,W,7
7.5,0.305,0.40,18.9,0.059,44,170,1.00000,2.99,0.46,9.0,W,5
7.5,0.310,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,W,7
7.5,0.310,0.51,14.8,0.039,62,204,0.99820,3.06,0.60,9.5,W,5
7.5,0.310,0.51,14.8,0.039,62,204,0.99820,3.06,0.60,9.5,W,5
7.5,0.320,0.24,4.6,0.053,8,134,0.99580,3.14,0.50,9.1,W,3
7.5,0.320,0.26,1.8,0.042,13,133,0.99380,3.07,0.38,9.5,W,5
7.5,0.320,0.37,1.2,0.048,22,184,0.99380,3.09,0.43,9.3,W,5
7.5,0.320,0.49,1.7,0.031,44,109,0.99060,3.07,0.46,12.5,W,6
7.5,0.320,0.49,1.7,0.031,44,109,0.99060,3.07,0.46,12.5,W,6
7.5,0.330,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,W,6
7.5,0.330,0.32,11.1,0.036,25,119,0.99620,3.15,0.34,10.5,W,6
7.5,0.330,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,W,6
7.5,0.330,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,W,5
7.5,0.330,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,W,5
7.5,0.330,0.39,12.4,0.065,29,119,0.99740,3.16,0.39,9.4,W,5
7.5,0.330,0.39,12.4,0.065,29,119,0.99740,3.16,0.39,9.4,W,5
7.5,0.330,0.48,19.5,0.048,55,243,1.00100,2.95,0.40,8.8,W,5
7.5,0.340,0.24,3.9,0.031,5,34,0.99098,3.01,0.36,11.8,W,4
7.5,0.340,0.28,4.0,0.028,46,100,0.98958,3.20,0.50,13.2,W,7
7.5,0.340,0.35,6.0,0.034,12,126,0.99240,3.16,0.39,12.0,W,7
7.5,0.350,0.28,9.6,0.051,26,157,0.99690,3.12,0.53,9.2,W,6
7.5,0.350,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,W,6
7.5,0.350,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,W,5
7.5,0.380,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13.0,W,7
7.5,0.380,0.29,12.7,0.050,25,209,0.99860,3.25,0.59,9.3,W,6
7.5,0.380,0.33,5.0,0.045,30,131,0.99420,3.32,0.44,10.9,W,6
7.5,0.380,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,W,6
7.5,0.380,0.50,12.8,0.042,57,184,0.99840,3.09,0.46,9.0,W,6
7.5,0.380,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,W,6
7.5,0.400,1.00,19.5,0.041,33,148,0.99770,3.24,0.38,12.0,W,6
7.5,0.410,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,W,5
7.5,0.410,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,W,5
7.5,0.420,0.14,10.7,0.046,18,95,0.99590,3.22,0.33,10.7,W,5
7.5,0.420,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10.0,W,6
7.5,0.420,0.20,1.4,0.060,15,168,0.99440,3.06,0.40,9.4,W,6
7.5,0.420,0.34,4.3,0.040,34,108,0.99155,3.14,0.45,12.8,W,8
7.5,0.420,0.45,9.1,0.029,20,125,0.99600,3.12,0.36,10.1,W,6
7.5,0.705,0.10,13.0,0.044,44,214,0.99741,3.10,0.50,9.1,W,5
7.6,0.100,0.33,1.0,0.031,33,93,0.99094,3.06,0.68,11.2,W,6
7.6,0.130,0.34,9.3,0.062,40,126,0.99660,3.21,0.39,9.6,W,5
7.6,0.130,0.34,9.3,0.062,40,126,0.99660,3.21,0.39,9.6,W,5
7.6,0.140,0.74,1.6,0.040,27,103,0.99160,3.07,0.40,10.8,W,7
7.6,0.150,0.35,4.3,0.051,23,98,0.99422,3.10,0.44,9.5,W,6
7.6,0.150,0.40,1.3,0.036,24,112,0.99320,3.14,0.76,10.0,W,5
7.6,0.160,0.41,1.9,0.047,27,151,0.99370,3.20,0.53,10.1,W,6
7.6,0.160,0.44,1.4,0.043,25,109,0.99320,3.11,0.75,10.3,W,6
7.6,0.160,0.44,1.4,0.043,25,109,0.99320,3.11,0.75,10.3,W,6
7.6,0.170,0.27,4.6,0.050,23,98,0.99422,3.08,0.47,9.5,W,6
7.6,0.170,0.27,4.6,0.050,23,98,0.99422,3.08,0.47,9.5,W,6
7.6,0.170,0.35,1.6,0.047,43,154,0.99340,3.36,0.69,11.1,W,6
7.6,0.170,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,W,5
7.6,0.170,0.45,11.2,0.054,56,137,0.99700,3.15,0.47,10.0,W,5
7.6,0.170,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,W,6
7.6,0.180,0.28,7.1,0.041,29,110,0.99652,3.20,0.42,9.2,W,6
7.6,0.180,0.28,7.1,0.041,29,110,0.99652,3.20,0.42,9.2,W,6
7.6,0.180,0.36,2.4,0.049,38,123,0.99600,3.60,0.46,10.3,W,5
7.6,0.180,0.36,2.4,0.049,38,123,0.99600,3.60,0.46,10.3,W,5
7.6,0.180,0.46,10.2,0.055,58,135,0.99680,3.14,0.43,9.9,W,6
7.6,0.180,0.49,18.1,0.046,36,158,0.99960,3.06,0.41,9.2,W,5
7.6,0.190,0.32,18.8,0.047,32,193,1.00014,3.10,0.50,9.3,W,7
7.6,0.190,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,W,6
7.6,0.190,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,W,6
7.6,0.190,0.38,10.6,0.060,48,174,0.99620,3.13,0.38,10.5,W,6
7.6,0.190,0.41,1.1,0.040,38,143,0.99070,2.92,0.42,11.4,W,5
7.6,0.190,0.41,1.1,0.040,38,143,0.99070,2.92,0.42,11.4,W,5
7.6,0.190,0.42,1.5,0.044,6,114,0.99140,3.04,0.74,12.8,W,6
7.6,0.200,0.26,4.5,0.086,37,133,0.99630,3.15,0.42,9.2,W,5
7.6,0.200,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,W,7
7.6,0.200,0.30,14.2,0.056,53,212.5,0.99900,3.14,0.46,8.9,W,8
7.6,0.200,0.30,14.2,0.056,53,212.5,0.99900,3.14,0.46,8.9,W,8
7.6,0.200,0.30,14.2,0.056,53,212.5,0.99900,3.14,0.46,8.9,W,8
7.6,0.200,0.30,14.2,0.056,53,212.5,0.99900,3.14,0.46,8.9,W,8
7.6,0.200,0.30,14.2,0.056,53,212.5,0.99900,3.14,0.46,8.9,W,8
7.6,0.200,0.30,14.2,0.056,53,212.5,0.99900,3.14,0.46,8.9,W,8
7.6,0.200,0.31,1.4,0.047,41,142,0.99340,3.43,0.53,10.1,W,6
7.6,0.200,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,W,6
7.6,0.200,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,W,6
7.6,0.200,0.39,2.6,0.044,30,180,0.99410,3.46,0.44,10.8,W,7
7.6,0.200,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,W,5
7.6,0.210,0.35,1.2,0.041,7,106,0.99140,3.06,0.45,11.3,W,4
7.6,0.210,0.44,1.9,0.036,10,119,0.99130,3.01,0.70,12.8,W,6
7.6,0.210,0.44,1.9,0.036,10,119,0.99130,3.01,0.70,12.8,W,6
7.6,0.210,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,W,5
7.6,0.210,0.60,2.1,0.046,47,165,0.99360,3.05,0.54,10.1,W,7
7.6,0.220,0.28,12.0,0.056,68,143,0.99830,2.99,0.30,9.2,W,6
7.6,0.220,0.28,12.0,0.056,68,143,0.99830,2.99,0.30,9.2,W,6
7.6,0.220,0.34,9.7,0.035,26,143,0.99650,3.08,0.49,9.8,W,6
7.6,0.220,0.34,9.7,0.035,26,143,0.99650,3.08,0.49,9.8,W,6
7.6,0.230,0.26,15.3,0.067,32,166,0.99860,3.03,0.44,9.2,W,4
7.6,0.230,0.29,8.6,0.053,65,146,0.99630,3.11,0.32,9.8,W,6
7.6,0.230,0.34,1.6,0.043,24,129,0.99305,3.12,0.70,10.4,W,5
7.6,0.230,0.34,1.6,0.043,24,129,0.99305,3.12,0.70,10.4,W,5
7.6,0.230,0.40,5.2,0.066,14,91,0.99488,3.17,0.80,9.7,W,5
7.6,0.230,0.49,10.0,0.036,45,182,0.99670,3.08,0.58,9.6,W,6
7.6,0.230,0.64,12.9,0.033,54,170,0.99800,3.00,0.53,8.8,W,5
7.6,0.240,0.44,3.8,0.037,49,146,0.99110,3.06,0.37,11.6,W,6
7.6,0.250,0.34,1.3,0.056,34,176,0.99434,3.10,0.51,9.5,W,5
7.6,0.250,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,W,6
7.6,0.260,0.32,1.3,0.048,23,76,0.99030,2.96,0.46,12.0,W,6
7.6,0.260,0.36,1.6,0.032,6,106,0.99300,3.15,0.40,10.4,W,4
7.6,0.260,0.47,1.6,0.068,5,55,0.99440,3.10,0.45,9.6,W,5
7.6,0.260,0.58,7.9,0.041,62,180,0.99660,3.07,0.38,9.0,W,5
7.6,0.270,0.24,3.8,0.058,19,115,0.99580,3.15,0.45,8.9,W,5
7.6,0.270,0.25,13.9,0.050,45,199,0.99840,3.34,0.50,9.8,W,6
7.6,0.270,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,W,5
7.6,0.270,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,W,5
7.6,0.270,0.30,9.2,0.018,23,96,0.99380,3.08,0.29,11.0,W,6
7.6,0.270,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,W,5
7.6,0.270,0.33,2.0,0.059,19,175,0.99440,3.22,0.56,9.9,W,5
7.6,0.270,0.34,5.0,0.040,18,56,0.99084,3.06,0.48,12.4,W,6
7.6,0.270,0.42,2.6,0.044,29,110,0.99120,3.31,0.51,12.7,W,6
7.6,0.270,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,W,6
7.6,0.270,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,W,6
7.6,0.280,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10.0,W,5
7.6,0.280,0.39,1.2,0.038,21,115,0.99400,3.16,0.67,10.0,W,6
7.6,0.280,0.39,1.9,0.052,23,116,0.99410,3.25,0.40,10.4,W,6
7.6,0.280,0.49,20.2,0.060,30,145,1.00196,3.01,0.44,8.5,W,5
7.6,0.285,0.32,14.6,0.063,32,201,0.99800,3.00,0.45,9.2,W,5
7.6,0.285,0.32,14.6,0.063,32,201,0.99800,3.00,0.45,9.2,W,5
7.6,0.290,0.26,6.5,0.042,32,160,0.99440,3.14,0.47,10.7,W,5
7.6,0.290,0.26,6.5,0.042,32,160,0.99440,3.14,0.47,10.7,W,5
7.6,0.290,0.29,4.4,0.051,26,146,0.99390,3.16,0.39,10.2,W,5
7.6,0.290,0.42,1.3,0.035,18,86,0.99080,2.99,0.39,11.3,W,5
7.6,0.290,0.49,9.6,0.030,45,197,0.99380,3.13,0.38,12.3,W,7
7.6,0.290,0.58,17.5,0.041,51,225,0.99970,3.16,0.66,9.5,W,6
7.6,0.300,0.22,10.2,0.049,57,191,0.99660,3.08,0.40,9.3,W,6
7.6,0.300,0.22,10.2,0.049,57,191,0.99660,3.08,0.40,9.3,W,6
7.6,0.300,0.25,4.3,0.054,22,111,0.99560,3.12,0.49,9.2,W,5
7.6,0.300,0.27,10.6,0.039,31,119,0.99815,3.27,0.30,9.3,W,6
7.6,0.300,0.27,10.6,0.039,31,119,0.99815,3.27,0.30,9.3,W,6
7.6,0.300,0.37,1.6,0.087,27,177,0.99438,3.09,0.50,9.8,W,5
7.6,0.300,0.37,1.6,0.087,27,177,0.99438,3.09,0.50,9.8,W,5
7.6,0.300,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11.0,W,5
7.6,0.300,0.40,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,W,5
7.6,0.310,0.23,12.7,0.054,20,139,0.99836,3.16,0.50,9.7,W,4
7.6,0.310,0.23,12.7,0.054,20,139,0.99836,3.16,0.50,9.7,W,4
7.6,0.310,0.24,1.8,0.037,39,150,0.99130,3.05,0.44,11.8,W,7
7.6,0.310,0.24,1.8,0.037,39,150,0.99130,3.05,0.44,11.8,W,7
7.6,0.310,0.26,1.7,0.073,40,157,0.99380,3.10,0.46,9.8,W,5
7.6,0.310,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11.0,W,6
7.6,0.310,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11.0,W,7
7.6,0.310,0.29,10.5,0.040,21,145,0.99660,3.04,0.35,9.4,W,5
7.6,0.310,0.29,10.5,0.040,21,145,0.99660,3.04,0.35,9.4,W,5
7.6,0.310,0.49,4.0,0.044,27,131,0.99120,3.08,0.67,12.8,W,7
7.6,0.310,0.49,13.4,0.062,50,191,0.99890,3.22,0.53,9.0,W,4
7.6,0.310,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,W,6
7.6,0.320,0.25,9.5,0.030,15,136,0.99367,3.10,0.44,12.1,W,6
7.6,0.320,0.34,18.4,0.054,44,197,1.00080,3.22,0.55,9.0,W,5
7.6,0.320,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,W,5
7.6,0.320,0.36,1.6,0.040,32,155,0.99300,3.23,0.52,11.3,W,6
7.6,0.320,0.58,16.8,0.050,43,163,0.99990,3.15,0.54,9.2,W,5
7.6,0.320,0.58,16.8,0.050,43,163,0.99990,3.15,0.54,9.2,W,5
7.6,0.330,0.35,6.3,0.036,12,126,0.99240,3.16,0.39,12.0,W,7
7.6,0.330,0.36,2.1,0.034,26,172,0.99440,3.42,0.48,10.5,W,4
7.6,0.330,0.41,13.7,0.045,44,197,0.99890,3.18,0.64,9.1,W,5
7.6,0.340,0.39,7.6,0.040,45,215,0.99650,3.11,0.53,9.2,W,6
7.6,0.340,0.39,7.6,0.040,45,215,0.99650,3.11,0.53,9.2,W,6
7.6,0.345,0.26,1.9,0.043,15,134,0.99360,3.08,0.38,9.5,W,5
7.6,0.345,0.26,1.9,0.043,15,134,0.99360,3.08,0.38,9.5,W,5
7.6,0.350,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,W,5
7.6,0.350,0.47,13.3,0.037,42,116,0.99822,3.04,0.50,9.2,W,5
7.6,0.360,0.44,8.3,0.255,28,142,0.99580,3.12,0.43,10.2,W,6
7.6,0.360,0.48,13.5,0.038,44,116,0.99820,3.04,0.48,9.2,W,5
7.6,0.360,0.49,11.3,0.046,87,221,0.99840,3.01,0.43,9.2,W,5
7.6,0.360,0.49,11.3,0.046,87,221,0.99840,3.01,0.43,9.2,W,5
7.6,0.370,0.34,3.2,0.028,42,162,0.99030,3.01,0.33,12.4,W,6
7.6,0.370,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9.0,W,5
7.6,0.380,0.20,3.4,0.046,9,116,0.99440,3.15,0.41,9.4,W,5
7.6,0.380,0.20,3.4,0.046,9,116,0.99440,3.15,0.41,9.4,W,5
7.6,0.380,0.28,4.2,0.029,7,112,0.99060,3.00,0.41,12.6,W,6
7.6,0.380,0.28,4.2,0.029,7,112,0.99060,3.00,0.41,12.6,W,6
7.6,0.390,0.22,2.8,0.036,19,113,0.99260,3.03,0.29,10.2,W,5
7.6,0.390,0.32,3.6,0.035,22,93,0.99144,3.08,0.60,12.5,W,7
7.6,0.390,0.32,3.6,0.035,22,93,0.99144,3.08,0.60,12.5,W,7
7.6,0.390,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9.0,W,5
7.6,0.400,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,W,5
7.6,0.400,0.27,5.2,0.030,32,101,0.99172,3.22,0.62,12.3,W,7
7.6,0.445,0.44,14.5,0.045,68,212,0.99860,3.48,0.36,10.0,W,6
7.6,0.470,0.49,13.0,0.239,42,220,0.99880,2.96,0.51,9.2,W,5
7.6,0.480,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,W,5
7.6,0.480,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,W,5
7.6,0.480,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,W,5
7.6,0.480,0.33,7.0,0.024,14,130,0.99180,3.25,0.45,12.5,W,7
7.6,0.480,0.37,0.8,0.037,4,100,0.99020,3.03,0.39,11.4,W,4
7.6,0.480,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,W,3
7.6,0.510,0.24,1.2,0.040,10,104,0.99200,3.05,0.29,10.8,W,6
7.6,0.520,0.49,14.0,0.034,37,156,0.99580,3.14,0.38,11.8,W,7
7.6,0.520,0.49,14.0,0.034,37,156,0.99580,3.14,0.38,11.8,W,7
7.6,0.540,0.23,2.0,0.029,13,151,0.99310,3.04,0.33,10.4,W,5
7.6,0.560,0.12,10.4,0.096,22,177,0.99830,3.32,0.45,9.1,W,4
7.6,0.670,0.14,1.5,0.074,25,168,0.99370,3.05,0.51,9.3,W,5
7.7,0.110,0.34,14.1,0.040,41,114,0.99634,3.07,0.59,11.0,W,7
7.7,0.120,0.32,1.4,0.060,47,150,0.99520,3.37,0.42,9.2,W,6
7.7,0.150,0.29,1.3,0.029,10,64,0.99320,3.35,0.39,10.1,W,5
7.7,0.160,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,W,6
7.7,0.160,0.41,1.7,0.048,60,173,0.99320,3.24,0.66,11.2,W,7
7.7,0.160,0.49,2.0,0.056,20,124,0.99480,3.32,0.49,10.7,W,6
7.7,0.170,0.52,5.9,0.017,21,84,0.99290,3.14,0.40,11.9,W,7
7.7,0.180,0.30,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,W,5
7.7,0.180,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,W,6
7.7,0.180,0.53,1.2,0.041,42,167,0.99080,3.11,0.44,11.9,W,5
7.7,0.200,0.44,13.9,0.050,44,130,0.99855,3.11,0.48,10.0,W,6
7.7,0.220,0.42,1.9,0.052,10,87,0.99220,3.30,0.49,11.8,W,6
7.7,0.230,0.31,10.7,0.038,59,186,0.99690,3.12,0.55,9.5,W,6
7.7,0.230,0.31,10.7,0.038,59,186,0.99690,3.12,0.55,9.5,W,6
7.7,0.240,0.27,1.8,0.051,52,190,0.99280,3.23,0.50,10.8,W,6
7.7,0.240,0.29,15.3,0.044,39,194,0.99820,3.06,0.47,9.6,W,7
7.7,0.240,0.30,1.4,0.041,15,102,0.99290,3.26,0.53,10.4,W,6
7.7,0.240,0.31,1.3,0.047,33,106,0.99300,3.22,0.55,10.8,W,6
7.7,0.250,0.30,7.8,0.038,67,196,0.99555,3.10,0.50,10.1,W,5
7.7,0.250,0.30,7.8,0.038,67,196,0.99555,3.10,0.50,10.1,W,5
7.7,0.250,0.43,4.5,0.062,20,115,0.99660,3.38,0.50,9.9,W,6
7.7,0.250,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,W,6
7.7,0.260,0.31,1.3,0.043,47,155,0.99370,3.42,0.50,10.1,W,6
7.7,0.260,0.32,1.2,0.040,26,117,0.99300,3.21,0.56,10.8,W,5
7.7,0.260,0.34,6.4,0.050,36,163,0.99370,3.19,0.70,11.5,W,6
7.7,0.260,0.40,1.1,0.042,9,60,0.99150,2.89,0.50,10.6,W,5
7.7,0.260,0.51,2.6,0.045,26,159,0.99126,3.00,0.50,11.2,W,6
7.7,0.270,0.34,1.8,0.028,26,168,0.99110,2.99,0.48,12.1,W,7
7.7,0.270,0.34,1.8,0.028,26,168,0.99110,2.99,0.48,12.1,W,7
7.7,0.270,0.35,5.3,0.030,30,117,0.99200,3.11,0.42,12.2,W,6
7.7,0.270,0.49,1.8,0.041,23,86,0.99140,3.16,0.42,12.5,W,6
7.7,0.270,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,W,6
7.7,0.270,0.61,12.0,0.046,64,179,0.99820,3.07,0.46,8.9,W,5
7.7,0.275,0.30,1.0,0.039,19,75,0.99200,3.01,0.56,10.7,W,5
7.7,0.280,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,W,6
7.7,0.280,0.29,4.3,0.051,25,142,0.99390,3.16,0.39,10.2,W,5
7.7,0.280,0.29,6.9,0.041,29,163,0.99520,3.44,0.60,10.5,W,6
7.7,0.280,0.33,6.7,0.037,32,155,0.99510,3.39,0.62,10.7,W,7
7.7,0.280,0.33,6.7,0.037,32,155,0.99510,3.39,0.62,10.7,W,7
7.7,0.280,0.35,15.3,0.056,31,117,0.99980,3.27,0.50,9.6,W,5
7.7,0.280,0.35,15.3,0.056,31,117,0.99980,3.27,0.50,9.6,W,5
7.7,0.280,0.35,15.3,0.056,31,117,0.99980,3.27,0.50,9.6,W,5
7.7,0.280,0.39,8.9,0.036,8,117,0.99350,3.06,0.38,12.0,W,7
7.7,0.280,0.58,12.1,0.046,60,177,0.99830,3.08,0.46,8.9,W,5
7.7,0.280,0.63,11.1,0.039,58,179,0.99790,3.08,0.44,8.8,W,4
7.7,0.290,0.29,4.8,0.060,27,156,0.99572,3.49,0.59,10.3,W,6
7.7,0.290,0.48,2.3,0.049,36,178,0.99310,3.17,0.64,10.6,W,6
7.7,0.290,0.48,2.3,0.049,36,178,0.99310,3.17,0.64,10.6,W,6
7.7,0.300,0.23,2.0,0.068,28,138,0.99382,3.11,0.62,9.8,W,5
7.7,0.300,0.26,19.0,0.053,36,174,0.99976,3.20,0.50,10.4,W,5
7.7,0.300,0.32,1.6,0.037,23,124,0.99190,2.93,0.33,11.0,W,6
7.7,0.300,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,W,6
7.7,0.300,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,W,6
7.7,0.300,0.42,14.3,0.045,45,213,0.99910,3.18,0.63,9.2,W,5
7.7,0.300,0.42,14.3,0.045,45,213,0.99910,3.18,0.63,9.2,W,5
7.7,0.300,0.42,14.3,0.045,45,213,0.99910,3.18,0.63,9.2,W,5
7.7,0.300,0.42,14.3,0.045,45,213,0.99910,3.18,0.63,9.2,W,5
7.7,0.310,0.23,2.0,0.069,29,134,0.99382,3.11,0.62,9.8,W,5
7.7,0.310,0.26,7.8,0.031,23,90,0.99440,3.13,0.50,10.4,W,5
7.7,0.310,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12.0,W,5
7.7,0.320,0.48,2.3,0.040,28,114,0.99110,3.20,0.52,12.8,W,7
7.7,0.320,0.61,11.8,0.041,66,188,0.99794,3.00,0.54,9.3,W,5
7.7,0.320,0.61,11.8,0.041,66,188,0.99794,3.00,0.54,9.3,W,5
7.7,0.320,0.62,10.6,0.036,56,153,0.99780,3.13,0.44,8.9,W,6
7.7,0.320,0.62,10.6,0.036,56,153,0.99780,3.13,0.44,8.9,W,6
7.7,0.340,0.27,8.8,0.063,39,184,0.99690,3.09,0.63,9.2,W,6
7.7,0.340,0.28,11.0,0.040,31,117,0.99815,3.27,0.29,9.2,W,6
7.7,0.340,0.28,11.0,0.040,31,117,0.99815,3.27,0.29,9.2,W,6
7.7,0.340,0.28,11.0,0.040,31,117,0.99815,3.27,0.29,9.2,W,6
7.7,0.340,0.30,8.0,0.048,25,192,0.99510,2.97,0.47,10.9,W,5
7.7,0.340,0.58,11.1,0.039,41,151,0.99780,3.06,0.49,8.6,W,5
7.7,0.340,0.58,11.1,0.039,41,151,0.99780,3.06,0.49,8.6,W,5
7.7,0.350,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9.0,W,5
7.7,0.350,0.49,8.7,0.033,42,186,0.99310,3.14,0.38,12.4,W,8
7.7,0.380,0.23,10.8,0.030,28,95,0.99164,2.93,0.41,13.6,W,6
7.7,0.380,0.40,2.0,0.038,28,152,0.99060,3.18,0.32,12.9,W,6
7.7,0.390,0.28,4.9,0.035,36,109,0.99180,3.19,0.58,12.2,W,7
7.7,0.390,0.28,4.9,0.035,36,109,0.99180,3.19,0.58,12.2,W,7
